000_md5sum 4.12.14-120-default 4.12.14-122.32-default 4.12.14-122.60-default 4.12.14-122.63-default
5b0dc311ab28331f385c796252e23373 0 0 0 1
c7d34d37c13634ca2deaee2132ceb12c 0 0 0 1
3a6832ef24d43279d067f5bbb8c37051 1 0 0 0
905756104c29a09ac7f97dba1a5bf9e7 0 0 0 1
da637027ed7209e0914eddaec38d1c9f 0 0 0 1
266ed50e7601b25d2af2152069d5388a 0 0 0 1
05e18fa79894facb8b1ad27693a51fc8 0 0 0 1
766d2fd49a16fdc6ba5f6b95be531f6a 0 0 1 0
9bd73c4b3a806f9b04f08add43bd1dc7 0 1 0 0
