000_md5sum 4.12.14-95.29-default 4.12.14-95.45-default 4.12.14-95.48-default 4.12.14-95.51-default 4.12.14-95.54-default 4.12.14-95.6-default
79eab08b39a92d6ba4b1c0c76aef7442 1 0 0 0 0 0
9b7acba6c75a68fa6eb8348ba2d69bd5 0 1 0 0 0 0
466c1a6104ee8cfbac5fdab4aef65aef 0 0 0 1 0 0
f97ad82b732cd42e13f1b53528704e40 0 0 0 0 0 1
63feaca62192583d094058b0f3b60782 0 0 0 0 1 0
6b8513ca40884925f8a6f8e0bf4427ce 0 1 0 0 0 0
edd257321408d88c10eab40daffae4ca 0 0 1 0 0 0
650be7ed4388713ee0c348304b098973 0 0 0 1 0 0
